Material Composition,A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,X site,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom),num_of_atoms_host_Asite0,host_Asite0_Heat of Vaporization,host_Bsite0_at. wt.,host_Bsite0_Ionization Energy (kJ/mol),shannon_radii_AB_avg,Density_AB_avg,BCCefflatcnt_AB_avg,BCCvolume_padiff_AB_avg,GSenergy_pa_AB_avg,ICSDVolume_AB_avg,covalent radius_AB_avg,Ionization Energy (kJ/mol)_AB_avg,Electron Affinity (kJ/mol)_AB_avg,Atomic Volume (cm³/mol)_AB_avg,MendeleevNumber_AB_avg,First Ionization Potential (V)_AB_avg,thermal conductivity_AB_avg,at. wt._AB_diff,specific heat capacity_AB_diff,electrical conductivity_AB_diff,BCCefflatcnt_AB_ratio,Ionization Energy (kJ/mol)_AB_ratio,Heat of Vaporization_AB_ratio,Asite_BCCvolume_pa_weighted_avg,Asite_BCCvolume_padiff_weighted_avg,Asite_At. Radius   (angstroms)_weighted_avg,Asite_n_ws^third_weighted_avg,Bsite_ BP (K)_weighted_avg,Bsite_At. Radius   (angstroms)_weighted_avg,Bsite_Second Ionization Potential  (V)_weighted_avg,Bsite_electrical conductivity_weighted_avg,Asite_Ionic Radius (angstroms)_max,Asite_BCCenergy_pa_max,Asite_Atomic Radius (Å)_max,Asite_At. Radius   (angstroms)_max,Asite_Atomic Volume (cm³/mol)_max,Bsite_ BP (K)_max,Bsite_At. Radius   (angstroms)_max,Bsite_First Ionization Potential (V)_max,Bsite_Third Ionization Potential  (V)_max,Asite_shannon_radii_min,Asite_BCCenergy_pa_min,Asite_BCCenergydiff_min,Asite_GSmagmom_min,Asite_At. Radius   (angstroms)_min,Bsite_MendeleevNumber_min,Bsite_n_ws^third_min,Asite_shannon_radii_range,Asite_BCCefflatcnt_range,Asite_IsBoron_weighted_avg,Asite_IsHalogen_weighted_avg,Asite_IsPnictide_weighted_avg,Asite_IsRareEarth_weighted_avg,Asite_NfUnfilled_weighted_avg,Asite_NfValence_weighted_avg,Bsite_At. #_weighted_avg,Bsite_Period_weighted_avg,Bsite_IsMetal_weighted_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NpUnfilled_weighted_avg,host_Asite0_IsBCC,host_Asite0_IsCubic,host_Asite0_IsAlkali,host_Asite0_OrbitalD,host_Asite0_NsValence,host_Bsite0_At. #,host_Bsite0_IsHexagonal,host_Bsite0_IsNoblegas,Asite_IsAlkali_max,Bsite_IsMetal_max
La8Mn4Ni4O24,La,,,Mn,Ni,,O,4,0.442073704,-1.951182679,8,399.57,54.938,717.4,0.95475,7.16,6.967915152,0.294353448,-6.105495548,24.45,1.205,632.575,52.75,13.86,34.75,6.5575,31.38,41.0449,-0.136,-2.825,1.532059356,0.74011416,1.338055053,37.47,0.5725,2.74,1.18,2620,1.705,16.904,7.55,1.16,-4.79586452,1.877,2.74,20.73,3005,1.79,7.635,35.17,1.36,-4.79586452,0.131681665,0,2.74,52,1.61,0,0,0,0,0,1,0,0,26.5,4,1,3.5,0,0,0,0,1,2,25,0,0,0,1
La8Mn4V4O24,La,,,Mn,V,,O,4,73.3952221,-2.315473384,8,399.57,54.938,717.4,0.97975,6.4625,7.077566067,0.291853448,-6.953729578,25.2,1.2225,610.9,37.5,14.4075,31,6.33375,16.38,42.982875,-0.14725,-0.175,1.473352353,0.7870411,1.1991177,37.47,0.5725,2.74,1.18,2942.5,1.855,15.145,2.25,1.16,-4.79586452,1.877,2.74,20.73,3650,1.92,7.435,33.667,1.36,-4.79586452,0.131681665,0,2.74,46,1.61,0,0,0,0,0,1,0,0,24,4,1,6,0,0,0,0,1,2,25,0,0,0,1
La8Mn6Co2O24,La,,,Mn,Co,,O,4,48.99432914,-2.111086513,8,399.57,54.938,717.4,0.978375,6.9775,6.97430302,0.319030172,-6.731533705,24.6625,1.20875,632.825,33.75,13.97375,33.25,6.560625,22.1825,41.48435,-0.137625,-1.475,1.528511258,0.739605525,1.54794096,37.47,0.5725,2.74,1.18,2462,1.76,15.995,4.85,1.16,-4.79586452,1.877,2.74,20.73,3143,1.79,7.86,33.667,1.36,-4.79586452,0.131681665,0,2.74,52,1.61,0,0,0,0,0,1,0,0,25.5,4,1,4.5,0,0,0,0,1,2,25,0,0,0,1
La8Mn6Cr2O24,La,,,Mn,Cr,,O,4,49.84773514,-2.230320778,8,399.57,54.938,717.4,0.980875,6.76375,6.989988348,0.292155172,-7.034699629,24.775,1.21125,619.675,33,14.04,32.125,6.423875,21.395,42.3515,-0.141125,-0.225,1.519868276,0.767344029,1.60032842,37.47,0.5725,2.74,1.18,2412.5,1.805,15.855,2.35,1.16,-4.79586452,1.877,2.74,20.73,2945,1.85,7.435,33.667,1.36,-4.79586452,0.131681665,0,2.74,49,1.61,0,0,0,0,0,1,0,0,24.75,4,1,5,0,0,0,0,1,2,25,0,0,0,1
La8Mn6Fe2O24,La,,,Mn,Fe,,O,4,43.99569352,-2.172855583,8,399.57,54.938,717.4,0.991375,6.84925,6.980619105,0.294655172,-6.882170606,24.7375,1.21,632.9875,28,14.02375,32.875,6.561875,19.7075,41.870125,-0.141125,-0.6375,1.525019153,0.739275288,1.584463478,37.47,0.5725,2.74,1.18,2432,1.7725,15.775,3.175,1.16,-4.79586452,1.877,2.74,20.73,3023,1.79,7.87,33.667,1.36,-4.79586452,0.131681665,0,2.74,52,1.61,0,0,0,0,0,1,0,0,25.25,4,1,4.75,0,0,0,0,1,2,25,0,0,0,1
La8Mn6Ni2O24,La,,,Mn,Ni,,O,4,19.2047597,-2.075633481,8,399.57,54.938,717.4,0.972125,6.9775,6.971876675,0.295905172,-6.539775633,24.625,1.2075,630.1625,38.875,13.96,33.625,6.5325,21.02,41.514325,-0.1405,-1.0625,1.529857018,0.745058673,1.541669882,37.47,0.5725,2.74,1.18,2427.5,1.7475,16.272,4.025,1.16,-4.79586452,1.877,2.74,20.73,3005,1.79,7.635,35.17,1.36,-4.79586452,0.131681665,0,2.74,52,1.61,0,0,0,0,0,1,0,0,25.75,4,1,4.25,0,0,0,0,1,2,25,0,0,0,1
La8Mn7Co1O24,La,,,Mn,Co,,O,4,36.50751242,-2.162558773,8,399.57,54.938,717.4,0.9839375,6.88625,6.975070609,0.308243534,-6.852794711,24.73125,1.209375,630.2875,29.375,14.016875,32.875,6.5340625,16.42125,41.73405,-0.1413125,-0.3875,1.528086012,0.744800858,1.672295813,37.47,0.5725,2.74,1.18,2348.5,1.775,15.8175,2.675,1.16,-4.79586452,1.877,2.74,20.73,3143,1.79,7.86,33.667,1.36,-4.79586452,0.131681665,0,2.74,52,1.61,0,0,0,0,0,1,0,0,25.25,4,1,4.75,0,0,0,0,1,2,25,0,0,0,1
La8Mn7Cr1O24,La,,,Mn,Cr,,O,4,43.12521542,-2.215984906,8,399.57,54.938,717.4,0.9851875,6.779375,6.982913272,0.294806034,-7.004377673,24.7875,1.210625,623.7125,29,14.05,32.3125,6.4656875,16.0275,42.167625,-0.1430625,0.2375,1.523754676,0.758608536,1.702398705,37.47,0.5725,2.74,1.18,2323.75,1.7975,15.7475,1.425,1.16,-4.79586452,1.877,2.74,20.73,2945,1.85,7.435,33.667,1.36,-4.79586452,0.131681665,0,2.74,49,1.61,0,0,0,0,0,1,0,0,24.875,4,1,5,0,0,0,0,1,2,25,0,0,0,1
La8Mn7Fe1O24,La,,,Mn,Fe,,O,4,40.26469461,-2.187186808,8,399.57,54.938,717.4,0.9904375,6.822125,6.978228651,0.296056034,-6.928113162,24.76875,1.21,630.36875,26.5,14.041875,32.6875,6.5346875,15.18375,41.9269375,-0.1430625,0.03125,1.526338935,0.744633374,1.693380234,37.47,0.5725,2.74,1.18,2333.5,1.78125,15.7075,1.8375,1.16,-4.79586452,1.877,2.74,20.73,3023,1.79,7.87,33.667,1.36,-4.79586452,0.131681665,0,2.74,52,1.61,0,0,0,0,0,1,0,0,25.125,4,1,4.875,0,0,0,0,1,2,25,0,0,0,1
La8Mn7Ni1O24,La,,,Mn,Ni,,O,4,31.3433527,-2.135101632,8,399.57,54.938,717.4,0.9808125,6.88625,6.973857436,0.296681034,-6.756915675,24.7125,1.20875,628.95625,31.9375,14.01,33.0625,6.52,15.84,41.7490375,-0.14275,-0.18125,1.528758222,0.747555787,1.668629416,37.47,0.5725,2.74,1.18,2331.25,1.76875,15.956,2.2625,1.16,-4.79586452,1.877,2.74,20.73,3005,1.79,7.635,35.17,1.36,-4.79586452,0.131681665,0,2.74,52,1.61,0,0,0,0,0,1,0,0,25.375,4,1,4.625,0,0,0,0,1,2,25,0,0,0,1
La8Mn8O24,La,,,Mn,,,O,3,39.22644569,-2.198825283,8,399.57,54.938,717.4,0.9895,6.795,6.975838197,0.297456897,-6.974055718,24.8,1.21,627.75,25,14.06,32.5,6.5075,10.66,41.98375,-0.145,0.7,1.527661003,0.750069696,1.818376263,37.47,0.5725,2.74,1.18,2235,1.79,15.64,0.5,1.16,-4.79586452,1.877,2.74,20.73,2235,1.79,7.435,33.667,1.36,-4.79586452,0.131681665,0,2.74,52,1.61,0,0,0,0,0,1,0,0,25,4,1,5,0,0,0,0,1,2,25,0,0,0,1
La8Ni8O24,La,,,Ni,,,O,3,128.9359517,-1.536261825,8,399.57,58.6934,736.7,0.92,7.525,6.959992108,0.29125,-5.236935378,24.1,1.2,637.4,80.5,13.66,37,6.6075,52.1,40.10605,-0.127,-6.35,1.53648311,0.730419438,1.058463576,37.47,0.5725,2.74,1.18,3005,1.62,18.168,14.6,1.16,-4.79586452,1.877,2.74,20.73,3005,1.62,7.635,35.17,1.36,-4.79586452,0.131681665,0,2.74,61,1.75,0,0,0,0,0,1,0,0,28,4,1,2,0,0,0,0,1,2,28,0,0,0,1
La8Sc4Co4O24,La,,,Sc,Co,,O,4,0,-2.525178553,8,399.57,44.9559,631,0.99875,6.0475,7.363375023,0.32625,-5.805248651,27.7,1.275,616.3,47.025,15.79,23.75,6.39,35.7,43.480475,-0.15225,-3.9,1.339557544,0.774802016,1.178498747,37.47,0.5725,2.74,1.18,3126,1.88,14.93,9.7,1.16,-4.79586452,1.877,2.74,20.73,3143,2.09,7.86,33.5,1.36,-4.79586452,0.131681665,0,2.74,11,1.27,0,0,0,0,0,1,0,0,24,4,1,6,0,0,0,0,1,2,21,1,0,0,1
La8Sc4Cr4O24,La,,,Sc,Cr,,O,4,0,-2.822542583,8,399.57,44.9559,631,1.00375,5.62,7.394745677,0.2725,-6.4115805,27.925,1.28,590,45.525,15.9225,21.5,6.1165,34.125,45.214775,-0.15925,-1.4,1.326337454,0.838292569,1.240322831,37.47,0.5725,2.74,1.18,3027,1.97,14.65,4.7,1.16,-4.79586452,1.877,2.74,20.73,3109,2.09,6.766,30.96,1.36,-4.79586452,0.131681665,0,2.74,11,1.27,0,0,0,0,0,1,0,0,22.5,4,1,7,0,0,0,0,1,2,21,1,0,0,1
La8Sc4Fe4O24,La,,,Sc,Fe,,O,4,0,-2.699060194,8,399.57,44.9559,631,1.02475,5.791,7.376007192,0.2775,-6.106522455,27.85,1.2775,616.625,35.525,15.89,23,6.3925,30.75,44.252025,-0.15925,-2.225,1.33420258,0.774077537,1.221366346,37.47,0.5725,2.74,1.18,3066,1.905,14.49,6.35,1.16,-4.79586452,1.877,2.74,20.73,3109,2.09,7.87,30.651,1.36,-4.79586452,0.131681665,0,2.74,11,1.27,0,0,0,0,0,1,0,0,23.5,4,1,6.5,0,0,0,0,1,2,21,1,0,0,1
La8Sc4Mn4O24,La,,,Sc,Mn,,O,4,0,-2.718608344,8,399.57,44.9559,631,1.021,5.6825,7.366445376,0.283103448,-6.290292678,27.975,1.2775,606.15,29.525,15.9625,22.25,6.28375,12.655,44.479275,-0.167,0.45,1.338252025,0.798131118,1.52350631,37.47,0.5725,2.74,1.18,2672,1.94,14.22,1,1.16,-4.79586452,1.877,2.74,20.73,3109,2.09,7.435,33.667,1.36,-4.79586452,0.131681665,0,2.74,11,1.27,0,0,0,0,0,1,0,0,23,4,1,7,0,0,0,0,1,2,21,1,0,0,1
La8Sc4Ni4O24,La,,,Sc,Ni,,O,4,44.41847336,-2.38008399,8,399.57,44.9559,631,0.98625,6.0475,7.358522331,0.28,-5.421732508,27.625,1.2725,610.975,57.275,15.7625,24.5,6.33375,33.375,43.540425,-0.158,-3.075,1.341626118,0.786868465,1.171244321,37.47,0.5725,2.74,1.18,3057,1.855,15.484,8.05,1.16,-4.79586452,1.877,2.74,20.73,3109,2.09,7.635,35.17,1.36,-4.79586452,0.131681665,0,2.74,11,1.27,0,0,0,0,0,1,0,0,24.5,4,1,5.5,0,0,0,0,1,2,21,1,0,0,1
La8Sc6Co2O24,La,,,Sc,Co,,O,4,0,-2.863780729,8,399.57,44.9559,631,1.025625,5.30875,7.560213789,0.2975,-5.705889144,29.425,1.31,600.425,40.5375,16.8275,17.875,6.225,25.175,45.2276375,-0.170625,-1.85,1.260710944,0.81192003,1.241189718,37.47,0.5725,2.74,1.18,3117.5,1.985,13.865,5.6,1.16,-4.79586452,1.877,2.74,20.73,3143,2.09,7.86,33.5,1.36,-4.79586452,0.131681665,0,2.74,11,1.27,0,0,0,0,0,1,0,0,22.5,4,1,7.5,0,0,0,0,1,2,21,1,0,0,1
La8Sc6Cr2O24,La,,,Sc,Cr,,O,4,0,-3.012704494,8,399.57,44.9559,631,1.028125,5.095,7.575899116,0.270625,-6.009055069,29.5375,1.3125,587.275,39.7875,16.89375,16.75,6.08825,24.3875,46.0947875,-0.174125,-0.6,1.254825384,0.845470972,1.274647101,37.47,0.5725,2.74,1.18,3068,2.03,13.725,3.1,1.16,-4.79586452,1.877,2.74,20.73,3109,2.09,6.766,30.96,1.36,-4.79586452,0.131681665,0,2.74,11,1.27,0,0,0,0,0,1,0,0,21.75,4,1,8,0,0,0,0,1,2,21,1,0,0,1
La8Sc6Fe2O24,La,,,Sc,Fe,,O,4,0,-2.9525163,8,399.57,44.9559,631,1.038625,5.1805,7.566529873,0.273125,-5.856526046,29.5,1.31125,600.5875,34.7875,16.8775,17.5,6.22625,22.7,45.6134125,-0.174125,-1.0125,1.258334351,0.811522075,1.26456207,37.47,0.5725,2.74,1.18,3087.5,1.9975,13.645,3.925,1.16,-4.79586452,1.877,2.74,20.73,3109,2.09,7.87,30.651,1.36,-4.79586452,0.131681665,0,2.74,11,1.27,0,0,0,0,0,1,0,0,22.25,4,1,7.75,0,0,0,0,1,2,21,1,0,0,1
La8Sc6Mn2O24,La,,,Sc,Mn,,O,4,0,-2.958589,8,399.57,44.9559,631,1.03675,5.12625,7.561748965,0.275926724,-5.948411158,29.5625,1.31125,595.35,31.7875,16.91375,17.125,6.171875,13.6525,45.7270375,-0.178,0.325,1.260132468,0.824547962,1.409244009,37.47,0.5725,2.74,1.18,2890.5,2.015,13.51,1.25,1.16,-4.79586452,1.877,2.74,20.73,3109,2.09,7.435,33.667,1.36,-4.79586452,0.131681665,0,2.74,11,1.27,0,0,0,0,0,1,0,0,22,4,1,8,0,0,0,0,1,2,21,1,0,0,1
La8Sc6Ni2O24,La,,,Sc,Ni,,O,4,16.20435918,-2.787950448,8,399.57,44.9559,631,1.019375,5.30875,7.557787443,0.274375,-5.514131073,29.3875,1.30875,597.7625,45.6625,16.81375,18.25,6.196875,24.0125,45.2576125,-0.1735,-1.4375,1.261626309,0.818496406,1.237154579,37.47,0.5725,2.74,1.18,3083,1.9725,14.142,4.775,1.16,-4.79586452,1.877,2.74,20.73,3109,2.09,7.635,35.17,1.36,-4.79586452,0.131681665,0,2.74,11,1.27,0,0,0,0,0,1,0,0,22.75,4,1,7.25,0,0,0,0,1,2,21,1,0,0,1
La8Sc7Co1O24,La,,,Sc,Co,,O,4,0,-3.035703692,8,399.57,44.9559,631,1.0390625,4.939375,7.658633172,0.283125,-5.656209391,30.2875,1.3275,592.4875,37.29375,17.34625,14.9375,6.1425,19.9125,46.10121875,-0.1798125,-0.825,1.22466883,0.831845411,1.275104711,37.47,0.5725,2.74,1.18,3113.25,2.0375,13.3325,3.55,1.16,-4.79586452,1.877,2.74,20.73,3143,2.09,7.86,33.5,1.36,-4.79586452,0.131681665,0,2.74,11,1.27,0,0,0,0,0,1,0,0,21.75,4,1,8.25,0,0,0,0,1,2,21,1,0,0,1
La8Sc7Cr1O24,La,,,Sc,Cr,,O,4,0,-3.109946075,8,399.57,44.9559,631,1.0403125,4.8325,7.666475835,0.2696875,-5.807792353,30.34375,1.32875,585.9125,36.91875,17.379375,14.375,6.074125,19.51875,46.53479375,-0.1815625,-0.2,1.221885222,0.849106474,1.29253164,37.47,0.5725,2.74,1.18,3088.5,2.06,13.2625,2.3,1.16,-4.79586452,1.877,2.74,20.73,3109,2.09,6.766,30.96,1.36,-4.79586452,0.131681665,0,2.74,11,1.27,0,0,0,0,0,1,0,0,21.375,4,1,8.5,0,0,0,0,1,2,21,1,0,0,1
La8Sc7Fe1O24,La,,,Sc,Fe,,O,4,0,-3.080372977,8,399.57,44.9559,631,1.0455625,4.87525,7.661791214,0.2709375,-5.731527842,30.325,1.328125,592.56875,34.41875,17.37125,14.75,6.143125,18.675,46.29410625,-0.1815625,-0.40625,1.223546417,0.831636497,1.287326326,37.47,0.5725,2.74,1.18,3098.25,2.04375,13.2225,2.7125,1.16,-4.79586452,1.877,2.74,20.73,3109,2.09,7.87,30.651,1.36,-4.79586452,0.131681665,0,2.74,11,1.27,0,0,0,0,0,1,0,0,21.625,4,1,8.375,0,0,0,0,1,2,21,1,0,0,1
La8Sc7Mn1O24,La,,,Sc,Mn,,O,4,9.523520087,-3.056064202,8,399.57,44.9559,631,1.044625,4.848125,7.65940076,0.272338362,-5.777470398,30.35625,1.328125,589.95,32.91875,17.389375,14.5625,6.1159375,14.15125,46.35091875,-0.1835,0.2625,1.224395829,0.838423185,1.358307767,37.47,0.5725,2.74,1.18,2999.75,2.0525,13.155,1.375,1.16,-4.79586452,1.877,2.74,20.73,3109,2.09,7.435,33.667,1.36,-4.79586452,0.131681665,0,2.74,11,1.27,0,0,0,0,0,1,0,0,21.5,4,1,8.5,0,0,0,0,1,2,21,1,0,0,1
La8Sc7Ni1O24,La,,,Sc,Ni,,O,4,0,-2.998826551,8,399.57,44.9559,631,1.0359375,4.939375,7.657419999,0.2715625,-5.560330355,30.26875,1.326875,591.15625,39.85625,17.339375,15.125,6.1284375,19.33125,46.11620625,-0.18125,-0.61875,1.225100556,0.835283389,1.272972004,37.47,0.5725,2.74,1.18,3096,2.03125,13.471,3.1375,1.16,-4.79586452,1.877,2.74,20.73,3109,2.09,7.635,35.17,1.36,-4.79586452,0.131681665,0,2.74,11,1.27,0,0,0,0,0,1,0,0,21.875,4,1,8.125,0,0,0,0,1,2,21,1,0,0,1
La8Sc8O24,La,,,Sc,,,O,3,0,-3.208486405,8,399.57,44.9559,631,1.0525,4.57,7.757052555,0.26875,-5.606529638,31.15,1.345,584.55,34.05,17.865,12,6.06,14.65,46.9748,-0.189,0.2,1.190630233,0.852773376,1.310925197,37.47,0.5725,2.74,1.18,3109,2.09,12.8,1.5,1.16,-4.79586452,1.877,2.74,20.73,3109,2.09,6.54,24.76,1.36,-4.79586452,0.131681665,0,2.74,11,1.27,0,0,0,0,0,1,0,0,21,4,1,9,0,0,0,0,1,2,21,1,0,0,1
La8Ti4Co4O24,La,,,Ti,Co,,O,4,23.94141725,-2.553876156,8,399.57,47.88,658,0.96375,6.435,7.2075761,0.3725,-6.177677159,25.875,1.245,623.05,47.5,14.7,31.75,6.46,37.225,42.74945,-0.141,-4.175,1.40932154,0.760028249,1.000801503,37.47,0.5725,2.74,1.18,3351.5,1.835,15.32,10.25,1.16,-4.79586452,1.877,2.74,20.73,3560,2,7.86,33.5,1.36,-4.79586452,0.131681665,0,2.74,43,1.52,0,0,0,0,0,1,0,0,24.5,4,1,5.5,0,0,0,0,1,2,22,1,0,0,1
La8Ti4Cr4O24,La,,,Ti,Cr,,O,4,62.94422008,-2.641767437,8,399.57,47.88,658,0.96875,6.0075,7.238946755,0.31875,-6.784009008,26.1,1.25,596.75,46,14.8325,29.5,6.1865,35.65,44.48375,-0.148,-1.675,1.394696109,0.821025328,1.04503727,37.47,0.5725,2.74,1.18,3252.5,1.925,15.04,5.25,1.16,-4.79586452,1.877,2.74,20.73,3560,2,6.82,30.96,1.36,-4.79586452,0.131681665,0,2.74,43,1.52,0,0,0,0,0,1,0,0,23,4,1,6.5,0,0,0,0,1,2,22,1,0,0,1
La8Ti4Fe4O24,La,,,Ti,Fe,,O,4,28.81237225,-2.616754548,8,399.57,47.88,658,0.98975,6.1785,7.220208269,0.32375,-6.478950963,26.025,1.2475,623.375,36,14.8,31,6.4625,32.275,43.521,-0.148,-2.5,1.403395514,0.759331123,1.031547696,37.47,0.5725,2.74,1.18,3291.5,1.86,14.88,6.9,1.16,-4.79586452,1.877,2.74,20.73,3560,2,7.87,30.651,1.36,-4.79586452,0.131681665,0,2.74,43,1.52,0,0,0,0,0,1,0,0,24,4,1,6,0,0,0,0,1,2,22,1,0,0,1
La8Ti4Mn4O24,La,,,Ti,Mn,,O,4,37.34883385,-2.674541698,8,399.57,47.88,658,0.986,6.07,7.210646453,0.329353448,-6.662721185,26.15,1.2475,612.9,30,14.8725,30.25,6.35375,14.18,43.74825,-0.15575,0.175,1.407876572,0.782463283,1.239092009,37.47,0.5725,2.74,1.18,2897.5,1.895,14.61,1.55,1.16,-4.79586452,1.877,2.74,20.73,3560,2,7.435,33.667,1.36,-4.79586452,0.131681665,0,2.74,43,1.52,0,0,0,0,0,1,0,0,23.5,4,1,6.5,0,0,0,0,1,2,22,1,0,0,1
La8Ti4Ni4O24,La,,,Ti,Ni,,O,4,39.83120675,-2.458826844,8,399.57,47.88,658,0.95125,6.435,7.202723409,0.32625,-5.794161015,25.8,1.2425,617.725,57.75,14.6725,32.5,6.40375,34.9,42.8094,-0.14675,-3.35,1.411611371,0.771635477,0.995564968,37.47,0.5725,2.74,1.18,3282.5,1.81,15.874,8.6,1.16,-4.79586452,1.877,2.74,20.73,3560,2,7.635,35.17,1.36,-4.79586452,0.131681665,0,2.74,43,1.52,0,0,0,0,0,1,0,0,25,4,1,5,0,0,0,0,1,2,22,1,0,0,1
La8Ti6Co2O24,La,,,Ti,Co,,O,4,141.4705436,-2.712337509,8,399.57,47.88,658,0.973125,5.89,7.326515405,0.366875,-6.264531906,26.6875,1.265,610.55,41.25,15.1925,29.875,6.33,27.4625,44.1311,-0.15375,-2.2625,1.355431501,0.787847731,0.969300746,37.47,0.5725,2.74,1.18,3455.75,1.9175,14.45,6.425,1.16,-4.79586452,1.877,2.74,20.73,3560,2,7.86,33.5,1.36,-4.79586452,0.131681665,0,2.74,43,1.52,0,0,0,0,0,1,0,0,23.25,4,1,6.75,0,0,0,0,1,2,22,1,0,0,1
La8Ti6Cr2O24,La,,,Ti,Cr,,O,4,117.1257784,-2.736682275,8,399.57,47.88,658,0.975625,5.67625,7.342200732,0.34,-6.56769783,26.8,1.2675,597.4,40.5,15.25875,28.75,6.19325,26.675,44.99825,-0.15725,-1.0125,1.348630707,0.81940003,0.989585784,37.47,0.5725,2.74,1.18,3406.25,1.9625,14.31,3.925,1.16,-4.79586452,1.877,2.74,20.73,3560,2,6.82,30.96,1.36,-4.79586452,0.131681665,0,2.74,43,1.52,0,0,0,0,0,1,0,0,22.5,4,1,7.25,0,0,0,0,1,2,22,1,0,0,1
La8Ti6Fe2O24,La,,,Ti,Fe,,O,4,118.5429729,-2.73526508,8,399.57,47.88,658,0.986125,5.76175,7.332831489,0.3425,-6.415168808,26.7625,1.26625,610.7125,35.5,15.2425,29.5,6.33125,24.9875,44.516875,-0.15725,-1.425,1.352684761,0.787473018,0.9834964,37.47,0.5725,2.74,1.18,3425.75,1.93,14.23,4.75,1.16,-4.79586452,1.877,2.74,20.73,3560,2,7.87,30.651,1.36,-4.79586452,0.131681665,0,2.74,43,1.52,0,0,0,0,0,1,0,0,23,4,1,7,0,0,0,0,1,2,22,1,0,0,1
La8Ti6Mn2O24,La,,,Ti,Mn,,O,4,95.52052281,-2.75828753,8,399.57,47.88,658,0.98425,5.7075,7.328050581,0.345301724,-6.507053919,26.825,1.26625,605.475,32.5,15.27875,29.125,6.276875,15.94,44.6305,-0.161125,-0.0875,1.354762858,0.799732481,1.068840531,37.47,0.5725,2.74,1.18,3228.75,1.9475,14.095,2.075,1.16,-4.79586452,1.877,2.74,20.73,3560,2,7.435,33.667,1.36,-4.79586452,0.131681665,0,2.74,43,1.52,0,0,0,0,0,1,0,0,22.75,4,1,7.25,0,0,0,0,1,2,22,1,0,0,1
La8Ti6Ni2O24,La,,,Ti,Ni,,O,4,208.9890749,-2.644818978,8,399.57,47.88,658,0.966875,5.89,7.324089059,0.34375,-6.072773834,26.65,1.26375,607.8875,46.375,15.17875,30.25,6.301875,26.3,44.161075,-0.156625,-1.85,1.356489639,0.79403844,0.966838062,37.47,0.5725,2.74,1.18,3421.25,1.905,14.727,5.6,1.16,-4.79586452,1.877,2.74,20.73,3560,2,7.635,35.17,1.36,-4.79586452,0.131681665,0,2.74,43,1.52,0,0,0,0,0,1,0,0,23.5,4,1,6.5,0,0,0,0,1,2,22,1,0,0,1
La8Ti7Co1O24,La,,,Ti,Co,,O,4,88.38029969,-2.786781561,8,399.57,47.88,658,0.9778125,5.6175,7.385985057,0.3640625,-6.307959279,27.09375,1.275,604.3,38.125,15.43875,28.9375,6.265,22.58125,44.821925,-0.160125,-1.30625,1.330002985,0.802535421,0.954282473,37.47,0.5725,2.74,1.18,3507.875,1.95875,14.015,4.5125,1.16,-4.79586452,1.877,2.74,20.73,3560,2,7.86,33.5,1.36,-4.79586452,0.131681665,0,2.74,43,1.52,0,0,0,0,0,1,0,0,22.625,4,1,7.375,0,0,0,0,1,2,22,1,0,0,1
La8Ti7Cr1O24,La,,,Ti,Cr,,O,4,74.7468692,-2.796753194,8,399.57,47.88,658,0.9790625,5.510625,7.393827721,0.350625,-6.459542241,27.15,1.27625,597.725,37.75,15.471875,28.375,6.196625,22.1875,45.2555,-0.161875,-0.68125,1.326720588,0.818589792,0.964009771,37.47,0.5725,2.74,1.18,3483.125,1.98125,13.945,3.2625,1.16,-4.79586452,1.877,2.74,20.73,3560,2,6.82,30.96,1.36,-4.79586452,0.131681665,0,2.74,43,1.52,0,0,0,0,0,1,0,0,22.25,4,1,7.625,0,0,0,0,1,2,22,1,0,0,1
La8Ti7Fe1O24,La,,,Ti,Fe,,O,4,79.23257647,-2.796415846,8,399.57,47.88,658,0.9843125,5.553375,7.3891431,0.351875,-6.38327773,27.13125,1.275625,604.38125,35.25,15.46375,28.75,6.265625,21.34375,45.0148125,-0.161875,-0.8875,1.328679295,0.802340969,0.961111278,37.47,0.5725,2.74,1.18,3492.875,1.965,13.905,3.675,1.16,-4.79586452,1.877,2.74,20.73,3560,2,7.87,30.651,1.36,-4.79586452,0.131681665,0,2.74,43,1.52,0,0,0,0,0,1,0,0,22.5,4,1,7.5,0,0,0,0,1,2,22,1,0,0,1
La8Ti7Mn1O24,La,,,Ti,Mn,,O,4,65.35570687,-2.808460571,8,399.57,47.88,658,0.983375,5.52625,7.386752646,0.353275862,-6.429220286,27.1625,1.275625,601.7625,33.75,15.481875,28.5625,6.2384375,16.82,45.071625,-0.1638125,-0.21875,1.329681008,0.808656122,1.000131409,37.47,0.5725,2.74,1.18,3394.375,1.97375,13.8375,2.3375,1.16,-4.79586452,1.877,2.74,20.73,3560,2,7.435,33.667,1.36,-4.79586452,0.131681665,0,2.74,43,1.52,0,0,0,0,0,1,0,0,22.375,4,1,7.625,0,0,0,0,1,2,22,1,0,0,1
