Material compositions,main_element,Trg,Density_composition_average,IsBoron_composition_average,IsDBlock_composition_average,IsTransitionMetal_composition_average,NdValence_composition_average,NValance_composition_average,HeatVaporization_max_value,BoilingT_difference,HeatVaporization_difference,MeltingT_difference,NdValence_difference,NsUnfilled_difference,valence_difference,Site1_Density,Site1_HeatCapacityMass,Site1_HeatFusion,Site1_IsDBlock,Site1_IsTransitionMetal,Site1_NdValence,Site1_SpecificHeatCapacity
Mg61Cu29Gd10,Mg,0.551,-0.974357915,-0.585599963,-1.18623904,-1.18623904,-0.681678457,-0.505602626,-1.280317656,0.438421773,-0.601700868,-0.590993423,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg62.5Cu26.5Gd11,Mg,0.571,-1.029616376,-0.585599963,-1.264271473,-1.264271473,-0.799021317,-0.565867095,-1.280317656,0.438421773,-0.601700868,-0.590993423,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg63.5Cu27.5Gd9,Mg,0.55,-1.053721661,-0.585599963,-1.2330585,-1.2330585,-0.75990703,-0.594960287,-1.280317656,0.438421773,-0.601700868,-0.590993423,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg63Cu27Gd10,Mg,0.554,-1.041669019,-0.585599963,-1.248664986,-1.248664986,-0.779464173,-0.580413691,-1.280317656,0.438421773,-0.601700868,-0.590993423,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg64.5Cu24.5Gd11,Mg,0.559,-1.096927479,-0.585599963,-1.32669742,-1.32669742,-0.896807033,-0.64067816,-1.280317656,0.438421773,-0.601700868,-0.590993423,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65.5Cu25.4Gd9,Mg,0.555,-1.123282429,-0.585599963,-1.297812141,-1.297812141,-0.861294863,-0.672261309,-1.280317656,0.438421773,-0.601700868,-0.590993423,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu15Ag10Er10,Mg,0.583,-0.980815357,-0.585599963,-1.311090933,-1.311090933,-0.926142748,-0.488977945,-1.354473287,0.044511983,-0.681403612,-0.306765133,1.005911258,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu15Ag10Gd10,Mg,0.606,-1.035408392,-0.585599963,-1.311090933,-1.311090933,-0.87724989,-0.655224755,-1.280317656,0.438421773,-0.601700868,-0.590993423,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu15Ag10Y10,Mg,0.617,-1.196094673,-0.585599963,-0.9989612,-0.9989612,-0.87724989,-0.946156673,-0.740589028,0.554277594,-0.021598564,-0.261968282,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu15Ag10Y2Gd8,Mg,0.615,-1.067545649,-0.585599963,-1.248664986,-1.248664986,-0.87724989,-0.713411139,-0.740589028,0.554277594,-0.021598564,-0.261968282,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu15Ag10Y4Gd6,Mg,0.622,-1.099682905,-0.585599963,-1.18623904,-1.18623904,-0.87724989,-0.771597523,-0.740589028,0.554277594,-0.021598564,-0.261968282,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu15Ag10Y6Gd4,Mg,0.623,-1.131820161,-0.585599963,-1.123813093,-1.123813093,-0.87724989,-0.829783906,-0.740589028,0.554277594,-0.021598564,-0.261968282,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu15Ag10Y8Gd2,Mg,0.62,-1.163957417,-0.585599963,-1.061387146,-1.061387146,-0.87724989,-0.88797029,-0.740589028,0.554277594,-0.021598564,-0.261968282,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu15Ag5Pd5Gd10,Mg,0.575,-0.999489456,-0.585599963,-1.311090933,-1.311090933,-0.87724989,-0.676005607,-0.740589028,0.438421773,-0.021598564,-0.217094196,0.739881382,0.85784908,0.264503316,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu20Ni5Gd10,Mg,0.534,-1.109261288,-0.585599963,-1.311090933,-1.311090933,-0.926142748,-0.676005607,-0.845108115,0.438421773,-0.133936061,-0.371643329,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu25Dy10,Mg,0.563,-1.078520489,-0.585599963,-1.311090933,-1.311090933,-0.926142748,-0.57210135,-1.354473287,0.044511983,-0.681403612,-0.438066245,1.005911258,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu25Er10,Mg,0.551,-1.054387087,-0.585599963,-1.311090933,-1.311090933,-0.926142748,-0.488977945,-1.354473287,0.044511983,-0.681403612,-0.306765133,1.005911258,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu25Gd10,Mg,0.572,-1.108980122,-0.585599963,-1.311090933,-1.311090933,-0.87724989,-0.655224755,-1.280317656,0.438421773,-0.601700868,-0.590993423,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu25Gd5Y5,Mg,0.547,-1.189323262,-0.585599963,-1.155026066,-1.155026066,-0.87724989,-0.800690714,-0.740589028,0.554277594,-0.021598564,-0.261968282,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu25Ho10,Mg,0.555,-1.067086411,-0.585599963,-1.311090933,-1.311090933,-0.926142748,-0.530539648,-1.354473287,0.044511983,-0.681403612,-0.342293669,1.005911258,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu25Nd10,Mg,0.569,-1.15073325,-0.585599963,-1.311090933,-1.311090933,-0.926142748,-0.821471566,-1.354473287,0.25549153,-0.681403612,-0.943544633,1.005911258,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu25Pr10,Mg,0.527,-1.16807181,-0.585599963,-1.311090933,-1.311090933,-0.926142748,-0.863033268,-1.141929092,0.487203171,-0.452960334,-0.943544633,1.005911258,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu25Tb10,Mg,0.565,-1.094078332,-0.585599963,-1.311090933,-1.311090933,-0.926142748,-0.613663053,-1.354473287,0.414031074,-0.681403612,-0.524570507,1.005911258,0.85784908,0.264503316,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu25Tb7Y3,Mg,0.565,-1.146754753,-0.585599963,-1.217452013,-1.217452013,-0.91147489,-0.713411139,-0.740589028,0.554277594,-0.021598564,-0.261968282,0.739881382,0.85784908,0.264503316,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu25Tb8Y2,Mg,0.568,-1.129195946,-0.585599963,-1.248664986,-1.248664986,-0.916364176,-0.680161777,-0.740589028,0.554277594,-0.021598564,-0.261968282,0.739881382,0.85784908,0.264503316,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu25Tb9Y,Mg,0.568,-1.111637139,-0.585599963,-1.27987796,-1.27987796,-0.921253462,-0.646912415,-0.740589028,0.554277594,-0.021598564,-0.261968282,0.739881382,0.85784908,0.264503316,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu25Y10,Mg,0.543,-1.269666403,-0.585599963,-0.9989612,-0.9989612,-0.87724989,-0.946156673,-0.740589028,0.554277594,-0.021598564,-0.261968282,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu7.5Ni7.5Ag5Zn5Gd10,Mg,0.606,-1.114322273,-0.585599963,-1.311090933,-1.311090933,-0.950589177,-0.665615181,-0.845108115,0.66159667,-0.046483453,-0.015863656,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu7.5Ni7.5Ag5Zn5Gd2.5Y7.5,Mg,0.589,-1.234836983,-0.585599963,-1.076993633,-1.076993633,-0.950589177,-0.883814119,-0.740589028,0.77745249,0.065854045,0.09381139,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu7.5Ni7.5Ag5Zn5Gd5Y5,Mg,0.604,-1.194665413,-0.585599963,-1.155026066,-1.155026066,-0.950589177,-0.81108114,-0.740589028,0.77745249,0.065854045,0.09381139,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu7.5Ni7.5Ag5Zn5Gd7.5Y2.5,Mg,0.609,-1.154493843,-0.585599963,-1.2330585,-1.2330585,-0.950589177,-0.738348161,-0.740589028,0.77745249,0.065854045,0.09381139,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Cu7.5Ni7.5Zn5Ag5Y10,Mg,0.594,-1.275008554,-0.585599963,-0.9989612,-0.9989612,-0.950589177,-0.956547099,-0.740589028,0.77745249,0.065854045,0.09381139,0.739881382,0.85784908,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Ni20Nd15,Mg,0.57,-1.196610144,-0.585599963,-1.4671558,-1.4671558,-1.366178471,-1.008499227,-0.845108115,0.25549153,-0.133936061,-0.371643329,0.473851506,-1.16570621,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg65Zr35,Mg,0.583,-1.456337093,-0.585599963,-0.9989612,-0.9989612,-1.806214195,-1.631924765,0.56391502,1.851862784,1.380487162,0.246244258,-1.654387503,-1.16570621,0.264503316,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg70Ni15Nd15,Mg,0.553,-1.364606736,-0.585599963,-1.623220667,-1.623220667,-1.561749904,-1.174746037,-0.845108115,0.25549153,-0.133936061,-0.371643329,0.473851506,-1.16570621,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg75Ni15Nd10,Mg,0.57,-1.488132264,-0.585599963,-1.623220667,-1.623220667,-1.561749904,-1.257869442,-0.845108115,0.25549153,-0.133936061,-0.371643329,0.473851506,-1.16570621,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg77Ni18Nd5,Mg,0.484,-1.510859837,-0.585599963,-1.529581747,-1.529581747,-1.444407044,-1.241244761,-0.845108115,0.25549153,-0.133936061,-0.371643329,0.473851506,-1.16570621,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg80Ni10Nd10,Mg,0.517,-1.656128857,-0.585599963,-1.779285533,-1.779285533,-1.757321337,-1.424116253,-0.845108115,0.25549153,-0.133936061,-0.371643329,0.473851506,-1.16570621,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Mg90Ni5Nd5,Mg,0.464,-1.947650978,-0.585599963,-1.9353504,-1.9353504,-1.952892769,-1.673486468,-0.845108115,0.25549153,-0.133936061,-0.371643329,0.473851506,-1.16570621,-0.740265774,-1.414810818,2.028482633,-1.075624836,-1.392730589,-1.392730589,-1.10635433,2.018960015
Nb38Ni62,Ni,0.606,1.060570519,-0.585599963,1.029882069,1.029882069,1.019793007,0.612407172,1.222782177,0.037194774,0.311858944,-0.036439313,-0.590267999,0.85784908,0.264503316,0.541787601,-0.776078466,3.664524665,0.718013956,0.718013956,-0.136740423,-0.774014561
Nd60Al15Ni10Cu10Fe5,Nd,0.552,0.127071796,0.598418145,-1.311090933,-1.311090933,-1.12171418,-0.031799217,-0.845108115,-1.487223918,-1.243659896,-0.259604862,-0.590267999,0.85784908,2.274041495,0.095023325,-1.053574617,-1.370782843,-1.392730589,-1.392730589,-1.10635433,-1.051462366
Nd60Fe30Al10,Nd,0.617,0.150830309,0.203745442,-1.155026066,-1.155026066,-1.268392755,-0.135703474,-1.030331814,-1.487223918,-1.442739005,-0.259604862,-0.058208246,-1.16570621,1.269272405,0.095023325,-1.053574617,-1.370782843,-1.392730589,-1.392730589,-1.10635433,-1.051462366
Nd61Al11Ni8Co5Cu15,Nd,0.598,0.258863599,0.282679983,-1.217452013,-1.217452013,-0.931032034,0.109510571,-0.845108115,-1.487223918,-1.243659896,-0.326027778,-0.856297875,-1.16570621,-0.740265774,0.095023325,-1.053574617,-1.370782843,-1.392730589,-1.392730589,-1.10635433,-1.051462366
Ni28Zr72,Zr,0.489,0.312013316,-0.585599963,1.029882069,1.029882069,-0.349207021,-0.393386029,0.56391502,-0.371349436,-0.396293888,-0.997254511,-0.058208246,-1.16570621,-0.740265774,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni37Zr63,Zr,0.533,0.413106496,-0.585599963,1.029882069,1.029882069,-0.085185587,-0.168952836,0.56391502,-0.371349436,-0.396293888,-0.997254511,-0.058208246,-1.16570621,-0.740265774,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni40Zr60,Zr,0.505,0.446804223,-0.585599963,1.029882069,1.029882069,0.002821557,-0.094141771,0.56391502,-0.371349436,-0.396293888,-0.997254511,-0.058208246,-1.16570621,-0.740265774,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni42Ti19Zr22.5Al8Cu5Si3.5,Ni,0.572,0.135841827,0.045876361,0.670932875,0.670932875,0.144610846,0.067948869,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni42Ti20Zr20.5Al8Cu5Si4.5,Ni,0.559,0.106858314,0.045876361,0.639719902,0.639719902,0.134832275,0.067948869,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni42Ti20Zr21.5Al8Cu5Si3.5,Ni,0.567,0.126450888,0.045876361,0.670932875,0.670932875,0.144610846,0.067948869,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni42Ti20Zr22.5Al8Cu5Si2.5,Ni,0.561,0.146043461,0.045876361,0.702145848,0.702145848,0.154389418,0.067948869,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni42Ti20Zr25Al8Cu5,Ni,0.548,0.195024894,0.045876361,0.780178282,0.780178282,0.178835847,0.067948869,0.56391502,0.109147336,0.220140354,0.23007105,-1.654387503,-1.16570621,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni43.2Fe28.8B19.2Si4.8Nb4,Ni,0.553,0.246767845,0.929943215,0.280770708,0.280770708,0.464370139,0.401273723,1.222782177,0.100610591,0.510938053,0.026894165,-0.590267999,-1.16570621,1.269272405,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni50.4Fe21.6B19.2Si4.8Nb4,Ni,0.553,0.281654903,0.929943215,0.280770708,0.280770708,0.534775854,0.461122575,1.222782177,0.100610591,0.510938053,0.026894165,-0.590267999,-1.16570621,1.269272405,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni57.6Fe14.4B19.2Si4.8Nb4,Ni,0.547,0.316541961,0.929943215,0.280770708,0.280770708,0.60518157,0.520971427,1.222782177,0.100610591,0.510938053,0.026894165,-0.590267999,-1.16570621,1.269272405,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni59Zr16Ti13Si3Sn2Nb7,Ni,0.65,0.554392333,-0.585599963,0.873817202,0.873817202,0.677543,0.491878235,1.222782177,0.416470144,0.931350472,1.852628407,-0.058208246,-1.16570621,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni59Zr20Ti16Si2Sn3,Ni,0.645,0.482015559,-0.585599963,0.873817202,0.873817202,0.657985857,0.504346746,0.56391502,0.007925935,0.223197641,0.891813209,-1.654387503,-1.16570621,-0.740265774,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni59Zr20Ti16Si5,Ni,0.637,0.412005263,-0.585599963,0.873817202,0.873817202,0.511307282,0.379661638,0.56391502,-0.355495481,-0.264759476,-0.933921034,0.473851506,-1.16570621,-0.740265774,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni59Zr20Ti16Sn5,Ni,0.636,0.528689089,-0.585599963,0.873817202,0.873817202,0.755771573,0.587470151,0.56391502,0.007925935,0.223197641,0.891813209,0.473851506,-1.16570621,-0.740265774,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni60Nb20Zr20,Ni,0.613,0.864429225,-0.585599963,1.029882069,1.029882069,0.785107288,0.487722065,1.222782177,0.037194774,0.311858944,-0.036439313,-0.058208246,0.85784908,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni60Nb25Zr15,Ni,0.619,0.912672598,-0.585599963,1.029882069,1.029882069,0.834000146,0.508502916,1.222782177,0.037194774,0.311858944,-0.036439313,-0.058208246,0.85784908,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni60Nb30Ta10,Ni,0.599,1.436039389,-0.585599963,1.029882069,1.029882069,0.931785863,1.152709306,1.533031872,0.90794273,0.645316452,0.79770893,-0.324238123,0.85784908,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni60Nb30Zr10,Ni,0.619,0.960915971,-0.585599963,1.029882069,1.029882069,0.882893005,0.529283767,1.222782177,0.037194774,0.311858944,-0.036439313,-0.058208246,0.85784908,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni60Nb35Zr5,Ni,0.608,1.009159344,-0.585599963,1.029882069,1.029882069,0.931785863,0.550064619,1.222782177,0.037194774,0.311858944,-0.036439313,-0.058208246,0.85784908,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni60Nb40,Ni,0.629,1.057402717,-0.585599963,1.029882069,1.029882069,0.980678721,0.57084547,1.222782177,0.037194774,0.311858944,-0.036439313,-0.590267999,-1.16570621,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni60Zr20Ti2.5Nb12.5Al5,Ni,0.607,0.679293231,-0.19092726,0.873817202,0.873817202,0.662875143,0.435769937,1.222782177,0.517691545,0.928293186,1.190886249,0.473851506,0.85784908,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni60Zr20Ti5Nb10Al5,Ni,0.599,0.631694197,-0.19092726,0.873817202,0.873817202,0.638428714,0.425379511,1.222782177,0.517691545,0.928293186,1.190886249,0.473851506,0.85784908,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni60Zr20Ti7.5Nb7.5Al5,Ni,0.595,0.584095162,-0.19092726,0.873817202,0.873817202,0.613982285,0.414989085,1.222782177,0.517691545,0.928293186,1.190886249,0.473851506,0.85784908,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni61Zr22Nb7Al4Ta6,Ni,0.629,0.963868212,-0.269861801,0.905030175,0.905030175,0.677543,0.816059515,1.533031872,1.388439502,1.261750693,2.025034491,-0.324238123,0.85784908,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni61Zr28Nb7Al4,Ni,0.629,0.678794162,-0.269861801,0.905030175,0.905030175,0.648207285,0.442004192,1.222782177,0.517691545,0.928293186,1.190886249,0.473851506,0.85784908,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni64.8Fe7.2B19.2Si4.8Nb4,Ni,0.541,0.351429019,0.929943215,0.280770708,0.280770708,0.675587286,0.580820278,1.222782177,0.100610591,0.510938053,0.026894165,-0.590267999,-1.16570621,1.269272405,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni64Zr36,Ni,0.621,0.716386035,-0.585599963,1.029882069,1.029882069,0.706878715,0.504346746,0.56391502,-0.371349436,-0.396293888,-0.997254511,-0.058208246,-1.16570621,-0.740265774,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni65Zr35,Ni,0.611,0.727618611,-0.585599963,1.029882069,1.029882069,0.73621443,0.529283767,0.56391502,-0.371349436,-0.396293888,-0.997254511,-0.058208246,-1.16570621,-0.740265774,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni66Zr34,Ni,0.617,0.738851186,-0.585599963,1.029882069,1.029882069,0.765550145,0.554220789,0.56391502,-0.371349436,-0.396293888,-0.997254511,-0.058208246,-1.16570621,-0.740265774,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni69Cr8.5Nb3P13.5B6,Ni,0.54,0.416075139,-0.11199272,0.421229088,0.421229088,0.816887646,0.743326535,1.222782177,3.247620538,2.907708329,2.142695735,0.473851506,0.85784908,1.269272405,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni69Cr8.5Nb3P14.5B5,Ni,0.55,0.413090095,-0.19092726,0.421229088,0.421229088,0.816887646,0.751638876,1.222782177,3.247620538,2.907708329,2.142695735,0.473851506,0.85784908,1.269272405,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni69Cr8.5Nb3P15.5B4,Ni,0.563,0.410105051,-0.269861801,0.421229088,0.421229088,0.816887646,0.759951216,1.222782177,3.247620538,2.907708329,2.142695735,0.473851506,0.85784908,1.269272405,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni69Cr8.5Nb3P16.5B3,Ni,0.589,0.407120007,-0.348796342,0.421229088,0.421229088,0.816887646,0.768263557,1.222782177,3.247620538,2.907708329,2.142695735,0.473851506,0.85784908,1.269272405,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni69Cr8.5Nb3P18B1.5,Ni,0.586,0.402642441,-0.467198152,0.421229088,0.421229088,0.816887646,0.780732068,1.222782177,3.247620538,2.907708329,2.142695735,0.473851506,0.85784908,1.269272405,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni69Cr8.5Nb3P19.5,Ni,0.581,0.398164875,-0.585599963,0.421229088,0.421229088,0.816887646,0.793200578,1.222782177,3.247620538,2.907708329,2.142695735,0.473851506,0.85784908,1.269272405,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni72B19.2Si4.8Nb4,Ni,0.533,0.386316077,0.929943215,0.280770708,0.280770708,0.745993002,0.64066913,1.222782177,0.053048728,0.443393355,0.026894165,-0.590267999,-1.16570621,0.264503316,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Ni75Si8B17,Ni,0.576,0.360486308,0.756287226,0.249557735,0.249557735,0.785107288,0.707999088,0.016843596,-0.854285277,-0.852753845,-0.594082861,0.473851506,-1.16570621,-0.740265774,0.638586527,-0.113787652,0.906779695,0.718013956,0.718013956,0.832873484,-0.111839131
Pd16Ni64P20,Ni,0.541,0.690293845,-0.585599963,0.405622601,0.405622601,1.137135867,0.986462495,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,-1.16570621,0.264503316,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd30Zr70,Zr,0.506,0.772394272,-0.585599963,1.029882069,1.029882069,0.002821557,-0.343511986,0.56391502,-0.432326183,-0.508631385,-1.151803644,0.473851506,-1.16570621,-1.745034863,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd37.5Cu30Ni12.5P20,Pd,0.616,1.0058205,-0.585599963,0.405622601,0.405622601,1.640732306,1.111147603,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,0.85784908,1.269272405,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd40Cu20Ni10P20,Pd,0.671,1.032972529,-0.585599963,0.336260438,0.336260438,1.54566286,1.032642165,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,0.85784908,1.269272405,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd40Cu25Ni15P20,Pd,0.655,1.042032317,-0.585599963,0.405622601,0.405622601,1.616285877,1.090366752,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,0.85784908,1.269272405,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd40Cu30Ni10P20,Pd,0.685,1.042313483,-0.585599963,0.405622601,0.405622601,1.665178735,1.111147603,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,0.85784908,1.269272405,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd40Cu32.5Ni7.5P20,Pd,0.609,1.042454066,-0.585599963,0.405622601,0.405622601,1.689625164,1.121538029,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,0.85784908,1.269272405,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
